modelname,eval
en_s_sl120_units32_dropout02_cat,0.9962825278810409
en_s_sl120_units128_dropout00_cat,0.9962825278810409
en_s_sl120_units64_dropout00,0.9962825278810409
en_s_sl120_units64_dropout04_cat,0.9944341372912802
en_s_sl120_units128_dropout04_cat,0.994413407821229
en_s_sl120_units128_dropout04,0.994413407821229
en_s_sl120_units64_dropout00_cat,0.994413407821229
en_s_sl120_units32_dropout00_cat,0.994413407821229
en_s_sl40_units64_dropout04_cat,0.9925925925925926
en_s_sl40_units32_dropout02_cat,0.9925925925925926
en_s_sl40_units128_dropout00,0.9925925925925926
en_s_sl120_units64_dropout02_cat,0.9925650557620818
en_s_sl120_units32_dropout04_cat,0.9925650557620818
en_s_sl90_units128_dropout04_cat,0.9925650557620818
en_s_sl90_units128_dropout02_cat,0.9925650557620818
en_s_sl90_units64_dropout02_cat,0.9925650557620818
en_s_sl90_units32_dropout02_cat,0.9925650557620818
en_s_sl90_units128_dropout00_cat,0.9925650557620818
en_s_sl120_units128_dropout02_cat,0.9925373134328358
en_s_sl120_units128_dropout02,0.9925373134328358
en_s_sl120_units64_dropout02,0.9925373134328358
en_s_sl120_units32_dropout02,0.9925373134328358
en_s_sl120_units128_dropout00,0.9925373134328358
en_s_sl40_units128_dropout00_cat,0.9907578558225508
en_s_sl40_units64_dropout02_cat,0.9907578558225508
en_s_sl40_units32_dropout00_cat,0.9907578558225508
en_s_sl40_units128_dropout04_cat,0.9907235621521335
en_s_sl40_units128_dropout02_cat,0.9907235621521335
en_s_sl40_units64_dropout00_cat,0.9907235621521335
en_s_sl40_units32_dropout04_cat,0.9907235621521335
en_s_sl40_units64_dropout00,0.9907235621521335
en_s_sl90_units128_dropout02,0.9906890130353817
en_s_sl90_units32_dropout00_cat,0.9906890130353817
en_s_sl90_units64_dropout00,0.9906890130353817
en_s_sl90_units32_dropout00,0.9906890130353817
en_s_sl120_units32_dropout00,0.9906542056074766
en_s_sl90_units64_dropout04_cat,0.9888888888888889
en_s_sl90_units32_dropout04_cat,0.9888475836431226
en_s_sl90_units128_dropout00,0.9888475836431226
en_s_sl120_units64_dropout04,0.9888059701492538
en_s_sl90_units128_dropout04,0.9888059701492538
en_s_sl90_units64_dropout04,0.9888059701492538
en_s_sl90_units64_dropout02,0.9888059701492538
en_s_sl90_units64_dropout00_cat,0.9888059701492538
en_s_sl90_units32_dropout02,0.9888059701492538
en_s_sl120_units32_dropout04,0.9887640449438202
en_s_sl90_units32_dropout04,0.9869646182495344
en_s_sl40_units32_dropout00,0.985239852398524
en_s_sl40_units128_dropout04,0.9850746268656716
en_s_sl40_units128_dropout02,0.983177570093458
en_s_sl40_units64_dropout02,0.983177570093458
en_s_sl20_units128_dropout00,0.983177570093458
en_s_sl40_units64_dropout04,0.9831144465290806
en_s_sl20_units128_dropout00_cat,0.9812734082397003
en_s_sl40_units32_dropout04,0.981203007518797
en_s_sl20_units128_dropout02_cat,0.9794392523364486
en_s_sl40_units32_dropout02,0.9793621013133208
en_s_sl20_units64_dropout00_cat,0.9793621013133208
en_s_sl20_units32_dropout04_cat,0.9775280898876404
en_s_sl20_units128_dropout04_cat,0.975609756097561
en_s_sl20_units64_dropout04_cat,0.975609756097561
en_s_sl20_units64_dropout02_cat,0.975609756097561
en_s_sl20_units32_dropout00,0.9738805970149254
en_s_sl20_units64_dropout02,0.9736842105263158
en_s_sl20_units32_dropout02,0.9736842105263158
en_s_sl20_units32_dropout02_cat,0.9719626168224299
en_s_sl20_units32_dropout00_cat,0.9719626168224299
en_s_sl20_units64_dropout00,0.9718574108818011
en_s_sl20_units32_dropout04,0.9716446124763705
en_s_sl20_units128_dropout02,0.969811320754717
en_s_sl20_units64_dropout04,0.969811320754717
en_s_sl20_units128_dropout04,0.9678638941398866
en_s_sl7_units64_dropout02_cat,0.9236641221374046
en_s_sl7_units128_dropout00_cat,0.9230769230769231
en_s_sl7_units128_dropout04_cat,0.9227799227799228
en_s_sl7_units32_dropout00,0.9227799227799228
en_s_sl7_units128_dropout00,0.9221789883268483
en_s_sl7_units128_dropout02_cat,0.9219047619047619
en_s_sl7_units32_dropout02_cat,0.9213051823416507
en_s_sl7_units64_dropout04_cat,0.9210019267822736
en_s_sl7_units128_dropout04,0.920388349514563
en_s_sl7_units32_dropout04_cat,0.9195402298850575
en_s_sl7_units64_dropout00_cat,0.9192307692307692
en_s_sl7_units128_dropout02,0.918918918918919
en_s_sl7_units64_dropout00,0.9174664107485605
en_s_sl7_units64_dropout02,0.9168278529980658
en_s_sl7_units32_dropout00_cat,0.916030534351145
en_s_sl7_units64_dropout04,0.9094412331406551
en_s_sl7_units32_dropout02,0.9080234833659491
en_s_sl7_units32_dropout04,0.903353057199211
